guide_id,target_id,target_gene,benchmark_role,accession,strain,n_fasta_records,n_exact_pam_sites,covered,unique_site,site_details,source_table_row,host,country,isolation_source,source_group,pathotype,phylogroup,sequence_type,pks_status,short_read_run
sgclbB_4387,colibactin,clbB,primary,BFPP01000000,JML102,253,1,True,True,"[{""record_id"":""BFPP01000006|BFPP01000006.1"",""start_1based"":54485,""strand"":""+"",""pam"":""AGG""}]",33,human,Japan,feces,fecal_commensal,commensal,B2,73,positive_reported_by_source,DRR102794
sgclbB_4387,colibactin,clbB,primary,BFPQ01000000,JML103,225,1,True,True,"[{""record_id"":""BFPQ01000179|BFPQ01000179.1"",""start_1based"":12832,""strand"":""-"",""pam"":""AGG""}]",34,human,Japan,feces,fecal_commensal,commensal,B2,95,positive_reported_by_source,DRR102795
sgclbB_4387,colibactin,clbB,primary,BFPZ01000000,JML114,280,1,True,True,"[{""record_id"":""BFPZ01000137|BFPZ01000137.1"",""start_1based"":21569,""strand"":""-"",""pam"":""AGG""}]",35,human,Japan,feces,fecal_commensal,commensal,B2,73,positive_reported_by_source,DRR102804
sgclbB_4387,colibactin,clbB,primary,BFQF01000000,JML121,161,1,True,True,"[{""record_id"":""BFQF01000011|BFQF01000011.1"",""start_1based"":19696,""strand"":""-"",""pam"":""AGG""}]",36,human,Japan,feces,fecal_commensal,commensal,B2,73,positive_reported_by_source,DRR102810
sgclbB_4387,colibactin,clbB,primary,BFQG01000000,JML122,89,1,True,True,"[{""record_id"":""BFQG01000017|BFQG01000017.1"",""start_1based"":36023,""strand"":""-"",""pam"":""AGG""}]",37,human,Japan,feces,fecal_commensal,commensal,B2,73,positive_reported_by_source,DRR102811
sgclbB_4387,colibactin,clbB,primary,BFQJ01000000,JML126,134,1,True,True,"[{""record_id"":""BFQJ01000113|BFQJ01000113.1"",""start_1based"":19668,""strand"":""-"",""pam"":""AGG""}]",38,human,Japan,feces,fecal_commensal,commensal,B2,12,positive_reported_by_source,DRR102814
sgclbB_4387,colibactin,clbB,primary,BFQU01000000,JML139,145,1,True,True,"[{""record_id"":""BFQU01000076|BFQU01000076.1"",""start_1based"":6054,""strand"":""-"",""pam"":""AGG""}]",39,human,Japan,feces,fecal_commensal,commensal,B2,550,positive_reported_by_source,DRR102825
sgclbB_4387,colibactin,clbB,primary,BFQX01000000,JML143,417,1,True,True,"[{""record_id"":""BFQX01000110|BFQX01000110.1"",""start_1based"":4382,""strand"":""-"",""pam"":""AGG""}]",40,human,Japan,feces,fecal_commensal,commensal,B2,95,positive_reported_by_source,DRR102828
sgclbB_4387,colibactin,clbB,primary,BFRA01000000,JML146,196,1,True,True,"[{""record_id"":""BFRA01000001|BFRA01000001.1"",""start_1based"":17449,""strand"":""-"",""pam"":""AGG""}]",41,human,Japan,feces,fecal_commensal,commensal,B2,95,positive_reported_by_source,DRR102831
sgclbB_4387,colibactin,clbB,primary,BFRC01000000,JML148,95,1,True,True,"[{""record_id"":""BFRC01000073|BFRC01000073.1"",""start_1based"":25146,""strand"":""+"",""pam"":""AGG""}]",42,human,Japan,feces,fecal_commensal,commensal,B2,95,positive_reported_by_source,DRR102833
sgclbB_4387,colibactin,clbB,primary,BFRL01000000,JML159,85,1,True,True,"[{""record_id"":""BFRL01000032|BFRL01000032.1"",""start_1based"":19645,""strand"":""-"",""pam"":""AGG""}]",43,human,Japan,feces,fecal_commensal,commensal,B2,95,positive_reported_by_source,DRR102842
sgclbB_4387,colibactin,clbB,primary,BFRQ01000000,JML165,496,1,True,True,"[{""record_id"":""BFRQ01000169|BFRQ01000169.1"",""start_1based"":17410,""strand"":""-"",""pam"":""AGG""}]",44,human,Japan,feces,fecal_commensal,commensal,B2,550,positive_reported_by_source,DRR102847
sgclbB_4387,colibactin,clbB,primary,BFRT01000000,JML168,282,1,True,True,"[{""record_id"":""BFRT01000110|BFRT01000110.1"",""start_1based"":12532,""strand"":""-"",""pam"":""AGG""}]",45,human,Japan,feces,fecal_commensal,commensal,B2,95,positive_reported_by_source,DRR102850
sgclbB_4387,colibactin,clbB,primary,BFRW01000000,JML173,152,1,True,True,"[{""record_id"":""BFRW01000061|BFRW01000061.1"",""start_1based"":24164,""strand"":""+"",""pam"":""AGG""}]",46,human,Japan,feces,fecal_commensal,commensal,B2,550,positive_reported_by_source,DRR102853
sgclbB_4387,colibactin,clbB,primary,BFRY01000000,JML175,354,1,True,True,"[{""record_id"":""BFRY01000116|BFRY01000116.1"",""start_1based"":24158,""strand"":""+"",""pam"":""AGG""}]",47,human,Japan,feces,fecal_commensal,commensal,B2,73,positive_reported_by_source,DRR102855
sgclbB_4387,colibactin,clbB,primary,BFSA01000000,JML178,404,1,True,True,"[{""record_id"":""BFSA01000155|BFSA01000155.1"",""start_1based"":17571,""strand"":""-"",""pam"":""AGG""}]",48,human,Japan,feces,fecal_commensal,commensal,B2,95,positive_reported_by_source,DRR102857
sgclbB_4387,colibactin,clbB,primary,BFSB01000000,JML181,290,1,True,True,"[{""record_id"":""BFSB01000010|BFSB01000010.1"",""start_1based"":4437,""strand"":""-"",""pam"":""AGG""}]",49,human,Japan,feces,fecal_commensal,commensal,B2,12,positive_reported_by_source,DRR102858
sgclbB_4387,colibactin,clbB,primary,BFSC01000000,JML182,150,1,True,True,"[{""record_id"":""BFSC01000091|BFSC01000091.1"",""start_1based"":21556,""strand"":""-"",""pam"":""AGG""}]",50,human,Japan,feces,fecal_commensal,commensal,B2,95,positive_reported_by_source,DRR102859
sgclbB_4387,colibactin,clbB,primary,BFSP01000000,JML197,235,1,True,True,"[{""record_id"":""BFSP01000144|BFSP01000144.1"",""start_1based"":12822,""strand"":""-"",""pam"":""AGG""}]",51,human,Japan,feces,fecal_commensal,commensal,B2,73,positive_reported_by_source,DRR102872
sgclbB_4387,colibactin,clbB,primary,BFSS01000000,JML201,176,1,True,True,"[{""record_id"":""BFSS01000104|BFSS01000104.1"",""start_1based"":17790,""strand"":""-"",""pam"":""AGG""}]",52,human,Japan,feces,fecal_commensal,commensal,B2,95,positive_reported_by_source,DRR102875
sgclbB_4387,colibactin,clbB,primary,BFTA01000000,JML211,143,1,True,True,"[{""record_id"":""BFTA01000036|BFTA01000036.1"",""start_1based"":17436,""strand"":""-"",""pam"":""AGG""}]",53,human,Japan,feces,fecal_commensal,commensal,B2,95,positive_reported_by_source,DRR102883
sgclbB_4387,colibactin,clbB,primary,BFTB01000000,JML212,279,1,True,True,"[{""record_id"":""BFTB01000108|BFTB01000108.1"",""start_1based"":17457,""strand"":""-"",""pam"":""AGG""}]",54,human,Japan,feces,fecal_commensal,commensal,B2,73,positive_reported_by_source,DRR102884
sgclbB_4387,colibactin,clbB,primary,BFTG01000000,JML221,94,1,True,True,"[{""record_id"":""BFTG01000046|BFTG01000046.1"",""start_1based"":31549,""strand"":""-"",""pam"":""AGG""}]",55,human,Japan,feces,fecal_commensal,commensal,B2,550,positive_reported_by_source,DRR102889
sgclbB_4387,colibactin,clbB,primary,BFTI01000000,JML223,121,1,True,True,"[{""record_id"":""BFTI01000069|BFTI01000069.1"",""start_1based"":24413,""strand"":""+"",""pam"":""AGG""}]",56,human,Japan,feces,fecal_commensal,commensal,B2,95,positive_reported_by_source,DRR102891
sgclbB_4387,colibactin,clbB,primary,BFTK01000000,JML225,156,1,True,True,"[{""record_id"":""BFTK01000123|BFTK01000123.1"",""start_1based"":24647,""strand"":""+"",""pam"":""AGG""}]",57,human,Japan,feces,fecal_commensal,commensal,B2,95,positive_reported_by_source,DRR102893
sgclbB_4387,colibactin,clbB,primary,BFTL01000000,JML226,185,1,True,True,"[{""record_id"":""BFTL01000097|BFTL01000097.1"",""start_1based"":4483,""strand"":""-"",""pam"":""AGG""}]",58,human,Japan,feces,fecal_commensal,commensal,B2,73,positive_reported_by_source,DRR102894
sgclbB_4387,colibactin,clbB,primary,BFTN01000000,JML228,139,1,True,True,"[{""record_id"":""BFTN01000040|BFTN01000040.1"",""start_1based"":24090,""strand"":""+"",""pam"":""AGG""}]",59,human,Japan,feces,fecal_commensal,commensal,B2,550,positive_reported_by_source,DRR102896
sgclbB_4387,colibactin,clbB,primary,BFTQ01000000,JML232,330,1,True,True,"[{""record_id"":""BFTQ01000204|BFTQ01000204.1"",""start_1based"":4424,""strand"":""-"",""pam"":""AGG""}]",60,human,Japan,feces,fecal_commensal,commensal,B2,550,positive_reported_by_source,DRR102899
sgclbB_4387,colibactin,clbB,primary,BFTX01000000,JML240,175,1,True,True,"[{""record_id"":""BFTX01000008|BFTX01000008.1"",""start_1based"":19689,""strand"":""-"",""pam"":""AGG""}]",61,human,Japan,feces,fecal_commensal,commensal,B2,12,positive_reported_by_source,DRR102906
sgclbB_4387,colibactin,clbB,primary,BFUB01000000,JML248,146,1,True,True,"[{""record_id"":""BFUB01000101|BFUB01000101.1"",""start_1based"":17575,""strand"":""-"",""pam"":""AGG""}]",62,human,Japan,feces,fecal_commensal,commensal,B2,95,positive_reported_by_source,DRR102910
sgclbB_4387,colibactin,clbB,primary,BFUE01000000,JML251,134,1,True,True,"[{""record_id"":""BFUE01000016|BFUE01000016.1"",""start_1based"":19656,""strand"":""-"",""pam"":""AGG""}]",63,human,Japan,feces,fecal_commensal,commensal,B2,141,positive_reported_by_source,DRR102913
sgclbB_4387,colibactin,clbB,primary,BFUG01000000,JML255,283,1,True,True,"[{""record_id"":""BFUG01000088|BFUG01000088.1"",""start_1based"":4424,""strand"":""-"",""pam"":""AGG""}]",64,human,Japan,feces,fecal_commensal,commensal,B2,550,positive_reported_by_source,DRR102915
sgclbB_4387,colibactin,clbB,primary,BFUI01000000,JML261,200,1,True,True,"[{""record_id"":""BFUI01000133|BFUI01000133.1"",""start_1based"":12791,""strand"":""-"",""pam"":""AGG""}]",65,human,Japan,feces,fecal_commensal,commensal,B2,95,positive_reported_by_source,DRR102917
sgclbB_4387,colibactin,clbB,primary,BFUJ01000000,JML262,168,1,True,True,"[{""record_id"":""BFUJ01000079|BFUJ01000079.1"",""start_1based"":4412,""strand"":""-"",""pam"":""AGG""}]",66,human,Japan,feces,fecal_commensal,commensal,B2,95,positive_reported_by_source,DRR102918
sgclbB_4387,colibactin,clbB,primary,BFUN01000000,JML266,283,1,True,True,"[{""record_id"":""BFUN01000120|BFUN01000120.1"",""start_1based"":4422,""strand"":""-"",""pam"":""AGG""}]",67,human,Japan,feces,fecal_commensal,commensal,B2,95,positive_reported_by_source,DRR102922
sgclbB_4387,colibactin,clbB,primary,BFVC01000000,JML282,339,1,True,True,"[{""record_id"":""BFVC01000175|BFVC01000175.1"",""start_1based"":17847,""strand"":""-"",""pam"":""AGG""}]",68,human,Japan,feces,fecal_commensal,commensal,B2,95,positive_reported_by_source,DRR102937
sgclbB_4387,colibactin,clbB,primary,BFVF01000000,JML285,9,1,True,True,"[{""record_id"":""AP024114|AP024114.1"",""start_1based"":2956162,""strand"":""+"",""pam"":""AGG""}]",69,human,Japan,feces,fecal_commensal,commensal,B1,109,positive_reported_by_source,DRR102940
sgclbB_4387,colibactin,clbB,primary,BFVG01000000,JML287,162,1,True,True,"[{""record_id"":""BFVG01000115|BFVG01000115.1"",""start_1based"":18159,""strand"":""-"",""pam"":""AGG""}]",70,human,Japan,feces,fecal_commensal,commensal,B2,95,positive_reported_by_source,DRR102941
sgclbB_4387,colibactin,clbB,primary,BFVH01000000,JML288,583,1,True,True,"[{""record_id"":""BFVH01000167|BFVH01000167.1"",""start_1based"":17510,""strand"":""-"",""pam"":""AGG""}]",71,human,Japan,feces,fecal_commensal,commensal,B2,95,positive_reported_by_source,DRR102942
sgclbB_4387,colibactin,clbB,primary,BFVI01000000,JML290,190,1,True,True,"[{""record_id"":""BFVI01000132|BFVI01000132.1"",""start_1based"":19677,""strand"":""-"",""pam"":""AGG""}]",72,human,Japan,feces,fecal_commensal,commensal,B2,95,positive_reported_by_source,DRR102943
sgclbB_4387,colibactin,clbB,primary,BFVJ01000000,JML291,573,1,True,True,"[{""record_id"":""BFVJ01000034|BFVJ01000034.1"",""start_1based"":17502,""strand"":""-"",""pam"":""AGG""}]",73,human,Japan,feces,fecal_commensal,commensal,B2,95,positive_reported_by_source,DRR102944
sgclbB_4387,colibactin,clbB,primary,BFVL01000000,JML294,205,1,True,True,"[{""record_id"":""BFVL01000030|BFVL01000030.1"",""start_1based"":17478,""strand"":""-"",""pam"":""AGG""}]",74,human,Japan,feces,fecal_commensal,commensal,B2,95,positive_reported_by_source,DRR102947
sgclbB_4387,colibactin,clbB,primary,BFVN01000000,JML296,213,1,True,True,"[{""record_id"":""BFVN01000096|BFVN01000096.1"",""start_1based"":36521,""strand"":""-"",""pam"":""AGG""}]",75,human,Japan,feces,fecal_commensal,commensal,B2,73,positive_reported_by_source,DRR102949
sgclbB_4387,colibactin,clbB,primary,BFVP01000000,JML298,169,1,True,True,"[{""record_id"":""BFVP01000074|BFVP01000074.1"",""start_1based"":12558,""strand"":""-"",""pam"":""AGG""}]",76,human,Japan,feces,fecal_commensal,commensal,B2,95,positive_reported_by_source,DRR102951
sgclbB_4387,colibactin,clbB,primary,BFGW01000000,CM1,98,1,True,True,"[{""record_id"":""BFGW01000041|BFGW01000041.1"",""start_1based"":25123,""strand"":""+"",""pam"":""AGG""}]",77,human,Japan,urine,extraintestinal_clinical,ExPEC,B2,95,positive_reported_by_source,DRR102567
sgclbB_4387,colibactin,clbB,primary,BFGQ01000000,CM12,90,1,True,True,"[{""record_id"":""BFGQ01000040|BFGQ01000040.1"",""start_1based"":17933,""strand"":""-"",""pam"":""AGG""}]",78,human,Japan,urine,extraintestinal_clinical,ExPEC,B2,95,positive_reported_by_source,DRR102561
sgclbB_4387,colibactin,clbB,primary,BFGS01000000,CM15,180,1,True,True,"[{""record_id"":""BFGS01000016|BFGS01000016.1"",""start_1based"":12764,""strand"":""-"",""pam"":""AGG""}]",79,human,Japan,urine,extraintestinal_clinical,ExPEC,B2,95,positive_reported_by_source,DRR102563
sgclbB_4387,colibactin,clbB,primary,BFGT01000000,CM16,199,1,True,True,"[{""record_id"":""BFGT01000078|BFGT01000078.1"",""start_1based"":4493,""strand"":""-"",""pam"":""AGG""}]",80,human,Japan,urine,extraintestinal_clinical,ExPEC,B2,73,positive_reported_by_source,DRR102564
sgclbB_4387,colibactin,clbB,primary,BFGU01000000,CM17,187,1,True,True,"[{""record_id"":""BFGU01000010|BFGU01000010.1"",""start_1based"":12692,""strand"":""-"",""pam"":""AGG""}]",81,human,Japan,urine,extraintestinal_clinical,ExPEC,B2,95,positive_reported_by_source,DRR102565
sgclbB_4387,colibactin,clbB,primary,BFGV01000000,CM18,136,1,True,True,"[{""record_id"":""BFGV01000058|BFGV01000058.1"",""start_1based"":15788,""strand"":""-"",""pam"":""AGG""}]",82,human,Japan,urine,extraintestinal_clinical,ExPEC,B2,12,positive_reported_by_source,DRR102566
sgclbB_4387,colibactin,clbB,primary,BFGZ01000000,CM32,124,1,True,True,"[{""record_id"":""BFGZ01000060|BFGZ01000060.1"",""start_1based"":19807,""strand"":""-"",""pam"":""AGG""}]",83,human,Japan,urine,extraintestinal_clinical,ExPEC,B2,95,positive_reported_by_source,DRR102570
sgclbB_4387,colibactin,clbB,primary,BFHC01000000,ECSC003,41,1,True,True,"[{""record_id"":""BFHC01000025|BFHC01000025.1"",""start_1based"":19717,""strand"":""-"",""pam"":""AGG""}]",84,human,Japan,blood,extraintestinal_clinical,ExPEC,B2,95,positive_reported_by_source,DRR102573
sgclbB_4387,colibactin,clbB,primary,BFHE01000000,ECSC005,72,1,True,True,"[{""record_id"":""BFHE01000044|BFHE01000044.1"",""start_1based"":81400,""strand"":""-"",""pam"":""AGG""}]",85,human,Japan,blood,extraintestinal_clinical,ExPEC,B2,95,positive_reported_by_source,DRR102575
sgclbB_4387,colibactin,clbB,primary,BFHF01000000,ECSC006,119,1,True,True,"[{""record_id"":""BFHF01000027|BFHF01000027.1"",""start_1based"":24332,""strand"":""+"",""pam"":""AGG""}]",86,human,Japan,blood,extraintestinal_clinical,ExPEC,B2,550,positive_reported_by_source,DRR102576
sgclbB_4387,colibactin,clbB,primary,BFHG01000000,ECSC007,70,1,True,True,"[{""record_id"":""BFHG01000010|BFHG01000010.1"",""start_1based"":24123,""strand"":""+"",""pam"":""AGG""}]",87,human,Japan,blood,extraintestinal_clinical,ExPEC,B2,73,positive_reported_by_source,DRR102577
sgclbB_4387,colibactin,clbB,primary,BFHH01000000,ECSC009,94,1,True,True,"[{""record_id"":""BFHH01000010|BFHH01000010.1"",""start_1based"":19050,""strand"":""-"",""pam"":""AGG""}]",88,human,Japan,blood,extraintestinal_clinical,ExPEC,B2,95,positive_reported_by_source,DRR102578
sgclbB_4387,colibactin,clbB,primary,BFHI01000000,ECSC010,93,1,True,True,"[{""record_id"":""BFHI01000047|BFHI01000047.1"",""start_1based"":31266,""strand"":""-"",""pam"":""AGG""}]",89,human,Japan,blood,extraintestinal_clinical,ExPEC,B2,14,positive_reported_by_source,DRR102579
sgclbB_4387,colibactin,clbB,primary,BFHT01000000,ECSC024,84,1,True,True,"[{""record_id"":""BFHT01000071|BFHT01000071.1"",""start_1based"":19809,""strand"":""-"",""pam"":""AGG""}]",90,human,Japan,blood,extraintestinal_clinical,ExPEC,B2,95,positive_reported_by_source,DRR102590
sgclbB_4387,colibactin,clbB,primary,BFHX01000000,ECSC028,156,1,True,True,"[{""record_id"":""BFHX01000114|BFHX01000114.1"",""start_1based"":24319,""strand"":""+"",""pam"":""AGG""}]",91,human,Japan,blood,extraintestinal_clinical,ExPEC,B2,5389,positive_reported_by_source,DRR102594
sgclbB_4387,colibactin,clbB,primary,BFHY01000000,ECSC029,85,1,True,True,"[{""record_id"":""BFHY01000012|BFHY01000012.1"",""start_1based"":142376,""strand"":""-"",""pam"":""AGG""}]",92,human,Japan,blood,extraintestinal_clinical,ExPEC,B2,95,positive_reported_by_source,DRR102595
sgclbB_4387,colibactin,clbB,primary,BFIB01000000,ECSC032,91,1,True,True,"[{""record_id"":""BFIB01000069|BFIB01000069.1"",""start_1based"":29387,""strand"":""-"",""pam"":""AGG""}]",93,human,Japan,blood,extraintestinal_clinical,ExPEC,B2,73,positive_reported_by_source,DRR102598
sgclbB_4387,colibactin,clbB,primary,BFIC01000000,ECSC033,67,1,True,True,"[{""record_id"":""BFIC01000034|BFIC01000034.1"",""start_1based"":29846,""strand"":""+"",""pam"":""AGG""}]",94,human,Japan,blood,extraintestinal_clinical,ExPEC,B2,73,positive_reported_by_source,DRR102599
sgclbB_4387,colibactin,clbB,primary,BFIG01000000,ECSC037,50,1,True,True,"[{""record_id"":""BFIG01000009|BFIG01000009.1"",""start_1based"":19803,""strand"":""-"",""pam"":""AGG""}]",95,human,Japan,blood,extraintestinal_clinical,ExPEC,B2,141,positive_reported_by_source,DRR102603
sgclbB_4387,colibactin,clbB,primary,BFIN01000000,ECSC045,42,1,True,True,"[{""record_id"":""BFIN01000012|BFIN01000012.1"",""start_1based"":24284,""strand"":""+"",""pam"":""AGG""}]",96,human,Japan,blood,extraintestinal_clinical,ExPEC,B2,95,positive_reported_by_source,DRR102610
sgclbB_4387,colibactin,clbB,primary,BFIO01000000,ECSC046,57,1,True,True,"[{""record_id"":""BFIO01000021|BFIO01000021.1"",""start_1based"":237974,""strand"":""-"",""pam"":""AGG""}]",97,human,Japan,blood,extraintestinal_clinical,ExPEC,B2,95,positive_reported_by_source,DRR102611
sgclbB_4387,colibactin,clbB,primary,BFIU01000000,ECSC054,2,1,True,True,"[{""record_id"":""AP024112|AP024112.1"",""start_1based"":2139244,""strand"":""-"",""pam"":""AGG""}]",98,human,Japan,blood,extraintestinal_clinical,ExPEC,D,38,positive_reported_by_source,DRR102617
sgclbB_4387,colibactin,clbB,primary,BFIX01000000,ECSC058,177,1,True,True,"[{""record_id"":""BFIX01000025|BFIX01000025.1"",""start_1based"":17326,""strand"":""-"",""pam"":""AGG""}]",99,human,Japan,blood,extraintestinal_clinical,ExPEC,B2,95,positive_reported_by_source,DRR102620
sgclbB_4387,colibactin,clbB,primary,BFIZ01000000,ECSC061,142,1,True,True,"[{""record_id"":""BFIZ01000023|BFIZ01000023.1"",""start_1based"":12786,""strand"":""-"",""pam"":""AGG""}]",100,human,Japan,blood,extraintestinal_clinical,ExPEC,B2,73,positive_reported_by_source,DRR102622
sgclbB_4387,colibactin,clbB,primary,BFJB01000000,ECSC063,135,1,True,True,"[{""record_id"":""BFJB01000087|BFJB01000087.1"",""start_1based"":18208,""strand"":""-"",""pam"":""AGG""}]",101,human,Japan,blood,extraintestinal_clinical,ExPEC,B2,95,positive_reported_by_source,DRR102624
sgclbB_4387,colibactin,clbB,primary,BFJG01000000,ECSC068,140,1,True,True,"[{""record_id"":""BFJG01000009|BFJG01000009.1"",""start_1based"":17464,""strand"":""-"",""pam"":""AGG""}]",102,human,Japan,blood,extraintestinal_clinical,ExPEC,B2,95,positive_reported_by_source,DRR102629
sgclbB_4387,colibactin,clbB,primary,BFJM01000000,ECSC076,156,1,True,True,"[{""record_id"":""BFJM01000052|BFJM01000052.1"",""start_1based"":40190,""strand"":""-"",""pam"":""AGG""}]",103,human,Japan,blood,extraintestinal_clinical,ExPEC,B2,73,positive_reported_by_source,DRR102635
sgclbB_4387,colibactin,clbB,primary,BFJO01000000,ECSC078,196,1,True,True,"[{""record_id"":""BFJO01000074|BFJO01000074.1"",""start_1based"":15727,""strand"":""-"",""pam"":""AGG""}]",104,human,Japan,blood,extraintestinal_clinical,ExPEC,B2,961,positive_reported_by_source,DRR102637
sgclbB_4387,colibactin,clbB,primary,BGJL01000000,UPEC04,66,1,True,True,"[{""record_id"":""BGJL01000037|BGJL01000037.1"",""start_1based"":24246,""strand"":""+"",""pam"":""AGG""}]",105,human,Japan,urine,extraintestinal_clinical,ExPEC,B2,73,positive_reported_by_source,DRR103311
sgclbB_4387,colibactin,clbB,primary,BGJM01000000,UPEC06,67,1,True,True,"[{""record_id"":""BGJM01000007|BGJM01000007.1"",""start_1based"":33681,""strand"":""-"",""pam"":""AGG""}]",106,human,Japan,urine,extraintestinal_clinical,ExPEC,B2,95,positive_reported_by_source,DRR103312
